id,c3,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
3523,EST,2003,37.2,6.15,11.94,15.77,21.99,44.15,2.05,4.1,5.45,6.49,7.37,8.4,9.87,12.12,15.79,28.36,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,5102.88,4008.96,US$2011PPP,Year,13.8564114,5103,4009,19359,1372909,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3524,EST,2003,34.91,6.94,11.95,16.46,22.56,42.1,2.64,4.3,5.43,6.52,7.62,8.84,10.35,12.21,15.26,26.84,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,3950.88,3217.8,US$2011PPP,Year,13.8564114,3951,3218,19359,1372909,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
3525,EST,2004,34.3,6.95,12.65,16.25,22.25,41.92,2.4,4.55,5.87,6.78,7.59,8.66,10.09,12.16,15.4,26.52,0.82,16.46,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,40007,32423,Estonian kroon,Year,12.59556359,,,20718,1363565,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3526,EST,2004,34.8,6.83,11.91,16.49,22.94,41.83,2.49,4.34,5.42,6.49,7.63,8.86,10.44,12.5,15.66,26.17,0.84,16.04,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,66803,55108,Estonian kroon,Year,12.59556359,,,20718,1363565,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3527,EST,2004,37.4,6.1,11.5,15.9,22.6,43.9,1.9,4.2,5.2,6.3,7.3,8.5,10.2,12.4,16,28,0.6,17.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,3245,2564,Euro,Year,12.59556359,,,20718,1363565,New 2018,High,13,Eurostat,Eurostat 2018,,
3528,EST,2004,38.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,EU,OECD,High income,,,,,12.59556359,,,20718,1363565,New 2008,High,10,United Nations,UNICEF 2007,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey
3529,EST,2004,34.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,3947,3297,"Local currency units, at current prices",Year,12.59556359,,,20718,1363565,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3530,EST,2004,50.6,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,12.59556359,,,20718,1363565,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3531,EST,2004,33.56,7.13,12.76,16.42,22.45,41.23,2.53,4.6,5.9,6.86,7.69,8.73,10.23,12.22,15.36,25.87,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,5550,4527,US$2011PPP,Year,12.59556359,5550,4527,20718,1363565,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3532,EST,2004,35.38,6.96,11.85,16.31,22.06,42.82,2.71,4.25,5.41,6.44,7.56,8.75,10.17,11.89,15.45,27.37,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,4543.08,3714.36,US$2011PPP,Year,12.59556359,4543,3714,20718,1363565,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
3533,EST,2005,34.1,7,12.2,16.6,23,41.2,2.4,4.6,5.6,6.6,7.7,8.9,10.4,12.6,15.5,25.7,0.8,15.9,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,3630,2980,Euro,Year,12.58378659,,,22792,1355648,New 2018,High,13,Eurostat,Eurostat 2018,,
3534,EST,2005,36.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,EU,OECD,High income,,,,,12.58378659,,,22792,1355648,New 2008,High,10,United Nations,UNICEF 2007,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey
3535,EST,2005,33.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,4740,4012,"Local currency units, at current prices",Year,12.58378659,,,22792,1355648,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3536,EST,2005,48.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,12.58378659,,,22792,1355648,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3537,EST,2005,33.45,7.36,12.74,16.31,22.28,41.31,2.69,4.67,5.91,6.83,7.6,8.71,10.2,12.08,15.17,26.14,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,6424.32,5182.08,US$2011PPP,Year,12.58378659,6424,5182,22792,1355648,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3538,EST,2006,33.1,7.4,12.4,16.8,22.9,40.6,2.7,4.7,5.7,6.7,7.7,9,10.5,12.4,15.2,25.4,1,15.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,4355,3639,Euro,Year,12.46548376,,,25252,1349297,New 2018,High,13,Eurostat,Eurostat 2018,,
3539,EST,2006,33.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,5845,4950,"Local currency units, at current prices",Year,12.46548376,,,25252,1349297,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3540,EST,2006,48.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,12.46548376,,,25252,1349297,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3541,EST,2006,33.67,7.55,12.6,16.25,21.92,41.68,2.78,4.77,5.91,6.69,7.57,8.68,10.05,11.87,14.85,26.83,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,7481.16,6081,US$2011PPP,Year,12.46548376,7481,6081,25252,1349297,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3542,EST,2007,31.1,8.03,12.96,16.73,22.95,39.33,3.04,4.99,6.09,6.87,7.8,8.93,10.4,12.55,15.25,24.08,1.11,14.51,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,69027,57358,Estonian kroon,Year,11.433853,,,27314,1344072,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3543,EST,2007,31.2,7.51,12.71,17.58,23.39,38.81,2.96,4.55,5.76,6.95,8.19,9.39,10.78,12.61,15.45,23.36,1.12,13.72,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,112668,98663,Estonian kroon,Year,11.433853,,,27314,1344072,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3544,EST,2007,33.4,7.4,12.3,16.8,22.5,40.9,2.8,4.6,5.7,6.6,7.8,9.1,10.3,12.2,15,25.9,1,16.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,5304,4448,Euro,Year,11.433853,,,27314,1344072,New 2018,High,13,Eurostat,Eurostat 2018,,
3545,EST,2007,31.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,6922,6131,"Local currency units, at current prices",Year,11.433853,,,27314,1344072,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3546,EST,2007,45.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,11.433853,,,27314,1344072,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3547,EST,2007,31.18,7.97,13,16.76,22.96,39.3,3,4.97,6.1,6.9,7.82,8.94,10.44,12.52,15.3,24,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,8418.72,7028.04,US$2011PPP,Year,11.433853,8419,7028,27314,1344072,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3548,EST,2008,30.9,7.8,12.8,17.5,23.2,38.8,3,4.7,5.8,6.9,8.2,9.3,10.7,12.5,15.3,23.4,1.1,13.9,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,6333,5547,Euro,Year,10.69444309,,,25918,1339712,New 2018,High,13,Eurostat,Eurostat 2018,,
3549,EST,2008,31.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,7840,6844,"Local currency units, at current prices",Year,10.69444309,,,25918,1339712,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3550,EST,2008,45.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,10.69444309,,,25918,1339712,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3551,EST,2008,31.92,7.79,12.97,16.59,22.61,40.04,2.91,4.88,6.05,6.92,7.72,8.87,10.34,12.27,15.14,24.9,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,8707.92,7230,US$2011PPP,Year,10.69444309,8708,7230,25918,1339712,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3552,EST,2009,31.4,7.8,12.6,17.2,23.2,39.2,3,4.8,5.8,6.8,7.9,9.3,10.6,12.6,15.2,23.9,1.1,14.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,7207,6209,Euro,Year,11.25743089,,,22166,1335830,New 2018,High,13,Eurostat,Eurostat 2018,,
3553,EST,2009,30.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,7324,6365,"Local currency units, at current prices",Year,11.25743089,,,22166,1335830,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3554,EST,2009,47.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,11.25743089,,,22166,1335830,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3555,EST,2009,31.44,7.67,13.24,16.92,22.52,39.63,2.82,4.85,6.13,7.11,7.99,8.93,10.27,12.25,15.23,24.4,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,8199.24,6891.84,US$2011PPP,Year,11.25743089,8199,6892,22166,1335830,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3556,EST,2010,32.1,7.17,13.22,17.05,22.79,39.78,2.52,4.65,6.04,7.18,8.06,8.99,10.37,12.42,15.36,24.42,0.88,14.83,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,71264,60297,Estonian kroon,Year,11.80684823,,,22730,1332102,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3557,EST,2010,31.9,7.37,12.56,17.24,23.63,39.21,2.67,4.7,5.73,6.83,7.97,9.27,10.89,12.74,15.57,23.64,0.91,13.98,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,115365,99254,Estonian kroon,Year,11.80684823,,,22730,1332102,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3558,EST,2010,31.3,7.8,12.8,17,23.2,39.2,2.9,4.9,5.9,6.9,7.9,9.1,10.6,12.6,15.5,23.6,1,14.1,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,6782,5727,Euro,Year,11.80684823,,,22730,1332102,New 2018,High,13,Eurostat,Eurostat 2018,,
3559,EST,2010,31.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,7115,6140,"Local currency units, at current prices",Year,11.80684823,,,22730,1332102,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3560,EST,2010,48.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,11.80684823,,,22730,1332102,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3561,EST,2010,32,7.2,13.25,17.05,22.82,39.69,2.55,4.65,6.06,7.19,8.07,8.98,10.41,12.41,15.44,24.25,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,7707.12,6538.08,US$2011PPP,Year,11.80684823,7707,6538,22730,1332102,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3562,EST,2011,31.9,7.4,12.8,17.1,23.2,39.5,2.6,4.8,5.9,6.9,7.9,9.2,10.7,12.5,15.6,23.9,0.8,14,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,6570,5598,Euro,Year,0.719355254,,,24524,1328449,New 2018,High,13,Eurostat,Eurostat 2018,,
3563,EST,2011,32.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,7671,6581,"Local currency units, at current prices",Year,0.719355254,,,24524,1328449,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3564,EST,2011,48.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355254,,,24524,1328449,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3565,EST,2011,32.49,7.31,13.04,16.62,22.79,40.25,2.61,4.7,6.01,7.03,7.79,8.83,10.37,12.42,15.52,24.73,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,7988.88,6571.32,US$2011PPP,Year,0.719355254,7989,6571,24524,1328449,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3566,EST,2012,32.5,7.3,12.5,16.9,23.6,39.7,2.6,4.7,5.7,6.8,7.8,9.1,10.8,12.8,15.5,24.2,0.8,14.3,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,7119,5987,Euro,Year,0.778293601,,,25649,1324934,New 2018,High,13,Eurostat,Eurostat 2018,,
3567,EST,2012,32.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,8480,7166,"Local currency units, at current prices",Year,0.778293601,,,25649,1324934,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3568,EST,2012,48.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.778293601,,,25649,1324934,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
3569,EST,2012,32.91,7.34,12.85,16.46,22.64,40.72,2.62,4.72,5.95,6.9,7.68,8.78,10.28,12.36,15.56,25.16,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,8448.6,6918.96,US$2011PPP,Year,0.778293601,8449,6919,25649,1324934,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3570,EST,2013,34.9,6.87,12.27,15.99,22.5,42.37,2.36,4.51,5.69,6.58,7.39,8.6,10.18,12.32,15.83,26.54,0.77,16.26,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,6029,4774,Euro,Year,0.753159182,,,26212,1321560,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3571,EST,2013,35.2,6.51,11.56,16.6,23.69,41.63,2.38,4.13,5.24,6.32,7.52,9.08,10.82,12.87,16.05,25.58,0.81,15.37,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,9773,8100,Euro,Year,0.753159182,,,26212,1321560,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
3572,EST,2013,32.9,7.3,12.4,16.8,23.2,40.3,2.6,4.7,5.7,6.7,7.8,9,10.5,12.7,15.8,24.6,0.8,14.7,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,7846,6579,Euro,Year,0.753159182,,,26212,1321560,New 2018,High,13,Eurostat,Eurostat 2018,,
3573,EST,2013,35.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,9905,8167,"Local currency units, at current prices",Year,0.753159182,,,26212,1321560,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3574,EST,2013,38.2,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753159182,,,26212,1321560,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3575,EST,2013,51,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753159182,,,26212,1321560,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3576,EST,2013,35.08,6.81,12.22,15.95,22.58,42.44,2.36,4.45,5.68,6.54,7.35,8.6,10.23,12.35,15.86,26.58,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,9201,7279.8,US$2011PPP,Year,0.753159182,9201,7280,26212,1321560,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3577,EST,2014,35.6,6.5,11.5,16.4,23.4,42.1,2.2,4.3,5.3,6.3,7.5,9,10.6,12.8,16.1,26,0.8,15.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,8820,7217,Euro,Year,0.753730737,,,27035,1318359,New 2018,High,13,Eurostat,Eurostat 2018,,
3578,EST,2014,34.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,10733,9035,"Local currency units, at current prices",Year,0.753730737,,,27035,1318359,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3579,EST,2014,37.3,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730737,,,27035,1318359,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3580,EST,2014,49,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730737,,,27035,1318359,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3581,EST,2014,34.59,6.97,12.29,16.09,22.55,42.09,2.41,4.56,5.75,6.54,7.39,8.7,10.26,12.29,15.85,26.24,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,9944.4,7956.36,US$2011PPP,Year,0.753730737,9944,7956,27035,1318359,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3582,EST,2015,34.8,6.7,11.8,16.7,23.4,41.4,2.3,4.4,5.4,6.4,7.6,9.1,10.7,12.7,15.9,25.6,0.8,15.3,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,9490,7889,Euro,Year,0.901658962,,,27551,1315321,New 2018,High,13,Eurostat,Eurostat 2018,,
3583,EST,2015,33,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,11287,9751,"Local currency units, at current prices",Year,0.901658962,,,27551,1315321,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3584,EST,2015,35.2,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.901658962,,,27551,1315321,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3585,EST,2015,47.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.901658962,,,27551,1315321,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
3586,EST,2015,32.67,7.48,12.55,16.42,23.17,40.39,2.71,4.77,5.89,6.66,7.54,8.88,10.52,12.65,16.01,24.38,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,10629.24,8684.52,US$2011PPP,Year,0.901658962,10629,8685,27551,1315321,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
3587,EST,2016,32.7,7.1,12.1,17.1,23.9,39.7,2.7,4.5,5.5,6.6,7.9,9.3,10.9,13,16,23.7,0.9,13.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,10102,8645,Euro,Year,0.904035128,,,28182,1312442,New 2018,High,13,Eurostat,Eurostat 2018,,
3588,SWZ,1974,63.7,,,,,,,,,,,,,,,,,,Earnings,Primary income,No adjustment,No adjustment,Household,Person,All,All,All,All,Non-EU,Non-OECD,Lower middle income,,,,,0.679477004,,,,501512,,Not known,6,Research study,Lecaillon et al. 1984,,
